"reportNbr","offenseCode","offenseDsc","locationName","latitudeCrd","longitudeCrd","firstReportDtm"
"160908041","LOSTPERS","LOST PERSONS","58XX N 1 ST","38.86821767","-77.12981499","2016-09-08T18:44:00"
"160908044","DRUNK","DRUNKENNESS","7XX N GARFIELD ST","38.88217701","-77.09179934","2016-09-08T18:26:00"
"160908042","FRAUD","FRAUD IMPERSONATION","65XX WILLIAMSBURG","38.89935302","-77.1609943","2016-09-08T18:09:00"
"160908040","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","BOUNDARY CHANNEL & RP BOUNDARY TO N395 DR","38.86876595","-77.04417306","2016-09-08T17:57:00"
"160908043","WARRSVC","WARRANT SERVICE","31XX N 9 RD","38.88262784","-77.09685056","2016-09-08T17:46:00"
"160908039","PARKVIOL","PARKING VIOLATION","40XX BLK FAIRFAX DR","38.88352064","-77.10606685","2016-09-08T17:32:00"
"160908038","NARCOTIC","NARCOTICS COCAINE-SELLING","14XX N COURTHOUSE RD","38.88903375","-77.08526818","2016-09-08T17:23:00"
"160908037","PUBPEACE","HARASSING COMMUNICATION","16XX S EADS ST","38.85923003","-77.05321038","2016-09-08T17:19:00"
"160908036","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","LITTLE FALLS DR & OLD DOMINION RD","38.91061855","-77.13562025","2016-09-08T16:48:00"
"160908035","PARKVIOL","PARKING VIOLATION","8XX N GLEBE RD","38.87918106","-77.11318484","2016-09-08T16:33:00"
"160908033","SMPLASLT","SIMPLE ASSAULT POLICE OFFICER","S, 1XX RT","38.86514658","-77.04974315","2016-09-08T16:27:00"
"160908032","RECKLESS","RECKLESS DRIVING/ELUDING","9XX S 395","38.8709067","-77.0482988","2016-09-08T16:16:00"
"160908030","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","44XX N CARLIN SPRINGS RD","38.87576214","-77.11414775","2016-09-08T16:08:00"
"160908028","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","12XX S WASHINGTON","38.87816987","-77.05804443","2016-09-08T15:56:00"
"160908034","FNDPROP","FOUND PROPERTY","14XX N COURTHOUSE RD","38.88901761","-77.08546618","2016-09-08T15:55:00"
"160908029","MENTAL","MENTAL CASES","20XX S 5 ST","38.86908525","-77.08106146","2016-09-08T15:22:00"
"160908031","SUSPVHCL","SUSPICIOUS AUTO","43XX N CARLIN SPRINGS RD","38.87539874","-77.11315288","2016-09-08T15:21:00"
"160908025","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","NB I395 NORTH AT RP, N3XX TO","38.86406341","-77.0708965","2016-09-08T15:15:00"
"160908026","NARCOTIC","MARIJUANA-POSSESSING","3XX S 15 ST","38.85874563","-77.04839712","2016-09-08T15:00:00"
"160908027","DRUNK","DRUNKENNESS","2XX N COLUMBUS ST","38.87171178","-77.11569989","2016-09-08T14:48:00"
"160908024","TREPASS","TRESPASSING","3XX N THOMAS ST","38.87189541","-77.10928742","2016-09-08T14:46:00"
"160908023","FNDPROP","FOUND PROPERTY","6XX S CARLIN SPRINGS RD","38.85988791","-77.1214312","2016-09-08T14:20:00"
"160908022","FNDPROP","FOUND PROPERTY","7XX N QUINCY ST","38.88094181","-77.10648444","2016-09-08T14:11:00"
"160908021","TREPASS","TRESPASSING","46XX WASHINGTON","38.88590451","-77.1199703","2016-09-08T13:14:00"
"160908020","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","S WALTER REED & WASHINGTON BL DR","38.8737241","-77.08007888","2016-09-08T12:12:00"
"160908019","PARKVIOL","PARKING VIOLATION","17XX N PIERCE ST","38.89408536","-77.07737627","2016-09-08T11:43:00"
"160908017","PARKVIOL","PARKING VIOLATION","20XX N ADAMS ST","38.8948236","-77.09048392","2016-09-08T11:19:00"
"160908018","FRAUD","FRAUD SWINDLE","39XX FAIRFAX DR","38.88248315","-77.10891445","2016-09-08T11:17:00"
"160908016","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","24TH RD & SHIRLINGTON RD S","38.84676235","-77.08593198","2016-09-08T11:02:00"
"160908015","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","N CARLIN SPRINGS ST & N VERMONT RD","38.87506731","-77.11558918","2016-09-08T09:48:00"
"160908014","PARKVIOL","PARKING VIOLATION","11XX BLK N QUINCY ST","38.88313252","-77.10908815","2016-09-08T09:43:00"
"160908012","LARCENY","LARCENY-FROM BUILDING","17XX N GLEBE RD","38.8914231","-77.12228609","2016-09-08T09:32:00"
"160908011","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","14TH ST & N UHLE ST N","38.8881244","-77.08611152","2016-09-08T09:12:00"
"160908013","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","26TH RD & S GLEBE RD S","38.84351265","-77.07726589","2016-09-08T09:04:00"
"160908010","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","16XX BLK FORT MYER DR","38.89098506","-77.07271924","2016-09-08T08:49:00"
"160908009","LARCENY","LARC PARTS FROM VEHICLE","13XX ARMY NAVY DR","38.86450864","-77.06521295","2016-09-08T07:24:00"
"160908008","LARCENY","LARC PARTS FROM VEHICLE","16XX S JOYCE ST","38.86084244","-77.06570475","2016-09-08T07:14:00"
"160908006","LARCENY","LARCENY-FROM AUTO","12XX N GLEBE RD","38.8845668","-77.11778095","2016-09-08T06:56:00"
"160908007","BURGLARY","BURG NONRES-FORCED-UNK","52XX LEE","38.89706185","-77.13401734","2016-09-08T06:51:00"
"160908005","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","EB, IXX EAST AT N GLEBE RD","38.88566384","-77.1185791","2016-09-08T02:42:00"
"160908003","MENTAL","MENTAL CASES","16XX N GEORGE MASON DR","38.88968263","-77.12606122","2016-09-08T01:55:00"
"160908002","DWILIQR","DRIVING UNDER INFLUENCE-LIQUOR","3XX S RT AT KING ST","38.83741636","-77.09091373","2016-09-08T01:41:00"
"160908004","NARCOTIC","AMPHETAMINE-OTHER","59XX N 1 ST","38.86537293","-77.13550216","2016-09-08T01:39:00"
"160908001","SUSPVHCL","SUSPICIOUS AUTO","LEE HW ST & N QUANTICO","38.89116008","-77.1515096","2016-09-07T23:46:00"
"160907049","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","N, XX ST AT MILITARY RD","38.92402221","-77.12327085","2016-09-07T22:17:00"
"160907046","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","75XX I66 EAST","38.89206604","-77.06857789","2016-09-07T21:49:00"
"160907048","DOMESTIC","FAMILY DISTURBANCE (DOMESTICS)","12XX S JOYCE ST","38.8645734","-77.06171094","2016-09-07T21:38:00"
"160907047","DRUNK","DRUNKENNESS","21XX CLARENDON","38.89146303","-77.08642016","2016-09-07T21:19:00"
"160907045","LARCENY","LARC SHOPLIFTING","30XX COLUMBIA PK","38.86423081","-77.08714539","2016-09-07T20:59:00"
"160907043","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","75XX I66 EAST","38.89231697","-77.06644618","2016-09-07T19:18:00"
"160907044","MENTAL","MENTAL CASES","16XX N GEORGE MASON DR","38.88717986","-77.12555418","2016-09-07T18:42:00"
"160907042","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","28XX SHIRLINGTON","38.84248843","-77.08354455","2016-09-07T18:32:00"
"160907040","PDMVH&R","PROPERTY DAMAGE MOTOR VEH ACC-H&R","LEE HW ST & N MONROE","38.89709847","-77.10325085","2016-09-07T18:15:00"
"160907039","PARKVIOL","PARKING VIOLATION","9XX N GLEBE RD","38.88204355","-77.11656113","2016-09-07T17:53:00"
"160907038","DISORDER","DISORDERLY CONDUCT","12XX S FERN ST","38.86015867","-77.05578459","2016-09-07T17:44:00"
"160907041","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","20XX S LINCOLN ST","38.85018302","-77.08568435","2016-09-07T16:51:00"
"160907036","PARKVIOL","PARKING VIOLATION","25XX 20TH RD N","38.89851372","-77.09171393","2016-09-07T16:29:00"
"160907037","AGGASLT","AGG ASLT-NON FAMILY HANDS FIST FT","23XX S EADS ST","38.85178962","-77.0545454","2016-09-07T16:14:00"
"160907035","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","WB, IXX WEST AT N SYCAMORE ST","38.88491506","-77.15757396","2016-09-07T15:59:00"
"160907034","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","WB ARLINGTON BL RD & HENDERSON","38.86686062","-77.11087062","2016-09-07T14:46:00"
"160907033","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","N LEXINGTON & WILSON BL ST","38.87427195","-77.13174423","2016-09-07T14:27:00"
"160907032","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","COLUMBIA ST & S SCOTT PK","38.8661905","-77.07929131","2016-09-07T13:52:00"
"160907031","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","XX S GLEBE RD","38.87030524","-77.09842345","2016-09-07T13:34:00"
"160907029","VANDALSM","VANDALISM (PROP DAMAGE)-BUSINESS","60XX LITTLE FALLS RD","38.90014518","-77.15531837","2016-09-07T13:26:00"
"160907030","PARKVIOL","PARKING VIOLATION","6XX 12TH ST S","38.86328673","-77.05584203","2016-09-07T13:21:00"
"160907028","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","COLUMBIA & WASHINGTON BL PK","38.87037423","-77.0599067","2016-09-07T13:16:00"
"160907026","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","N QUINCY & WILSON BL ST","38.87854935","-77.10618296","2016-09-07T13:04:00"
"160907025","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","EB ARLINGTON BL & RP WB WASH TO EB50","38.87613595","-77.08175785","2016-09-07T12:55:00"
"160907027","MENTAL","MENTAL CASES","27XX 9TH ST S","38.86409958","-77.08681873","2016-09-07T12:39:00"
"160907024","FNDVEHL","FND VEHICLES-ABANDONED/RECOVERED","16XX BLK KIRKWOOD RD","38.89088569","-77.10193944","2016-09-07T11:51:00"
"160907022","FNDVEHL","FND VEHICLES-ABANDONED/RECOVERED","39XX BLK 5TH RD N","38.87903205","-77.10560945","2016-09-07T11:11:00"
"160907021","PARKVIOL","PARKING VIOLATION","18XX 9TH ST S","38.86546784","-77.07828329","2016-09-07T11:03:00"
"160907020","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","8XX BLK ARMY NAVY DR","38.86408156","-77.05742033","2016-09-07T10:27:00"
"160907023","MENTAL","MENTAL CASES","17XX 12TH ST S","38.86273333","-77.07263061","2016-09-07T10:22:00"
"160907019","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","16XX N DANVILLE ST","38.89203727","-77.09238482","2016-09-07T10:01:00"
"160907018","TREPASS","TRESPASSING","22ND RD & SHIRLINGTON ST S","38.84894704","-77.08326563","2016-09-07T09:31:00"
"160907016","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","42XX S FOUR MILE RUN DR","38.84948993","-77.10386609","2016-09-07T08:14:00"
"160907017","PDMVH&R","PROPERTY DAMAGE MOTOR VEH ACC-H&R","2ND & WASHINGTON BL RD N","38.87689728","-77.08653014","2016-09-07T08:02:00"
"160907015","LARCENY","LARC POCKET PICKING","12XX S EADS ST","38.86410322","-77.05504282","2016-09-07T06:37:00"
"160907014","BURGLARY","BURG RESIDENCE-FORCED-NIGHT","8XX S HIGHLAND ST","38.86510263","-77.08790434","2016-09-07T05:48:00"
"160907013","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","S GLEBE RD AT SB, I3XX SOUTH","38.84833274","-77.08076081","2016-09-07T05:31:00"
"160907012","LARCENY","LARCENY-FROM AUTO","21XX S 26 ST","38.84803652","-77.0742873","2016-09-07T04:33:00"
"160907011","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","15TH ST & S HAYES ST S","38.86111469","-77.05853931","2016-09-07T03:55:00"
"160907010","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","N GEORGE MASON & WASHINGTON BL DR","38.8841847","-77.12598806","2016-09-07T03:52:00"
"160907009","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","11XX S EADS ST","38.86293679","-77.0525438","2016-09-07T03:41:00"
"160907006","VEHTHEFT","VEHICLE THEFT - OTHER","CLARENDON BL ST & N FILLMORE","38.88637734","-77.09420159","2016-09-07T02:19:00"
"160907007","DRUNK","DRUNKENNESS","52XX S 7TH RD","38.85934734","-77.12055353","2016-09-07T02:18:00"
"160907002","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","WB, IXX WEST AT N QUINCY ST","38.89053417","-77.1071935","2016-09-07T01:11:00"
"160907005","TREPASS","TRESPASSING","2XX N THOMAS ST","38.87183426","-77.10366333","2016-09-07T01:06:00"
"160907008","MENTAL","MENTAL CASES","2XX N THOMAS ST","38.87005978","-77.10685057","2016-09-07T01:06:00"
"160907003","PEEPTOM","PEEPING TOM (TRESPASS)","51XX S 10 ST","38.8547556","-77.11495558","2016-09-07T00:59:00"
"160907004","NARCOTIC","MARIJUANA-SELLING","23XX 25TH ST S","38.84636681","-77.07477926","2016-09-07T00:39:00"
"160907001","KIDNAPP","KIDNAPPING ADULT","8XX S GREENBRIER ST","38.85331531","-77.11919124","2016-09-06T23:09:00"
"160906052","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","NB, I3XX NORTH AT BOUNDARY CHANNEL DR","38.86939678","-77.04450192","2016-09-06T23:03:00"
"160906051","ATTSUICD","SUICIDE ATTEMPTS CUTTING","12XX N VEITCH ST","38.88657344","-77.08427721","2016-09-06T22:38:00"
"160906050","NARCOTIC","MARIJUANA-POSSESSING","55XX COLUMBIA PK","38.85354521","-77.12199173","2016-09-06T22:07:00"
"160906049","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","13TH ST & S POE RD S","38.86394939","-77.07289789","2016-09-06T21:46:00"
"160906047","NARCOTIC","NARCOTICS COCAINE-POSSESSING","53XX COLUMBIA PK","38.85287805","-77.11743507","2016-09-06T20:29:00"
"160906045","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","4XX 15TH ST S","38.85859388","-77.05156254","2016-09-06T18:49:00"
"160906044","FNDPROP","FOUND PROPERTY","23XX 11TH ST N","38.88682708","-77.08802403","2016-09-06T18:30:00"
"160906046","LARCENY","LARC SHOPLIFTING","12XX S HAYES ST","38.86243466","-77.06006481","2016-09-06T18:14:00"
"160906042","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","S WAKEFIELD DR & S WALTER REED ST","38.84581873","-77.09812594","2016-09-06T18:11:00"
"160906043","FRAUD","FRAUD IMPERSONATION","9XX S OAKLAND ST","38.86092021","-77.09792722","2016-09-06T18:03:00"
"160906048","MENTAL","MENTAL CASES","17XX N GEORGE MASON DR","38.89002757","-77.12831775","2016-09-06T17:14:00"
"160906041","PDMVH&R","PROPERTY DAMAGE MOTOR VEH ACC-H&R","ARLINGTON BL DR & S GEORGE MASON","38.86820637","-77.10555706","2016-09-06T16:47:00"
"160906040","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","14XX N COURTHOUSE RD","38.89100648","-77.08270359","2016-09-06T16:46:00"
"160906039","PARKVIOL","PARKING VIOLATION","3XX S BARTON ST","38.87149422","-77.08404033","2016-09-06T16:23:00"
"160906037","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","43XX WASHINGTON","38.88643738","-77.11109725","2016-09-06T15:54:00"
"160906038","MENTAL","MENTAL CASES","17XX N GEORGE MASON DR","38.89012829","-77.12929031","2016-09-06T15:35:00"
"160906032","OBST POL","OBSTRUCT POLICE - OTHER","42XX 7TH RD S","38.86291344","-77.10557979","2016-09-06T15:30:00"
"160906033","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","S ARLINGTON MILL DR & S WALTER REED DR","38.84435978","-77.09785084","2016-09-06T15:28:00"
"160906035","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","30XX COLUMBIA PK","38.86375264","-77.08662712","2016-09-06T15:20:00"
"160906029","NARCOTIC","NARCOTICS HALLUCINOGEN-SELLING","14XX N COURTHOUSE RD","38.89134569","-77.08443734","2016-09-06T15:18:00"
"160906030","VANDALSM","VANDALISM (PROP DAMAGE)-BUSINESS","36XX N GLEBE RD","38.91455245","-77.13747904","2016-09-06T15:06:00"
"160906031","NARCOTIC","MARIJUANA-SELLING","16XX ARLINGTON","38.89032019","-77.07660158","2016-09-06T15:03:00"
"160906034","PARKVIOL","PARKING VIOLATION","46XX 26TH ST N","38.90390843","-77.12554841","2016-09-06T14:40:00"
"160906036","PARKVIOL","PARKING VIOLATION","46XX 26TH ST N","38.90663014","-77.12368236","2016-09-06T14:40:00"
"160906028","FRAUD","FRAUD IMPERSONATION","25XX 9TH RD S","38.86332317","-77.08251512","2016-09-06T14:24:00"
"160906026","SUSPPERS","SUSPICIOUS PERSON","21XX CLARENDON","38.89122109","-77.08734056","2016-09-06T14:21:00"
"160906025","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","8XX N MONROE ST","38.88259383","-77.10098174","2016-09-06T14:06:00"
"160906027","WARRSVC","WARRANT SERVICE","33XX FAIRFAX DR","38.8855242","-77.10172072","2016-09-06T13:41:00"
"160906023","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","ARMY NAVY ST & S HAYES DR","38.86659106","-77.05941028","2016-09-06T13:12:00"
"160906022","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","4XX N GEORGE MASON DR","38.87474351","-77.10891903","2016-09-06T13:02:00"
"160906021","PARKVIOL","PARKING VIOLATION","12XX N OAK ST","38.88928893","-77.0722699","2016-09-06T12:20:00"
"160906020","PARKVIOL","PARKING VIOLATION","2XX 12TH ST S","38.86325259","-77.05072598","2016-09-06T12:10:00"
"160906018","PARKVIOL","PARKING VIOLATION","4XX 12TH ST S","38.86363525","-77.05029132","2016-09-06T11:47:00"
"160906017","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","2XX N GLEBE RD","38.87355083","-77.10256934","2016-09-06T11:45:00"
"160906016","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","30XX 2ND ST N","38.87468525","-77.09195158","2016-09-06T11:39:00"
"160906019","FRAUD","FRAUD ILLEGAL USE OF CREDIT CARDS","27XX JEFFERSON","38.84829363","-77.05035764","2016-09-06T11:26:00"
"160906014","ROBBERY","ROBB OTHER ARMED W/GUN","18XX FORT MYER DR","38.89553872","-77.07102909","2016-09-06T11:04:00"
"160906024","DISORDER","DISORDERLY CONDUCT","18XX N QUINN ST","38.89461841","-77.07669813","2016-09-06T10:46:00"
"160906015","MENTAL","MENTAL CASES","16XX N GEORGE MASON DR","38.88782549","-77.12576667","2016-09-06T10:36:00"
"160906013","FNDVEHL","FND VEHICLES-ABANDONED/RECOVERED","20XX N DINWIDDIE ST","38.89316335","-77.12685582","2016-09-06T10:22:00"
"160906012","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","13XX LEE","38.89917211","-77.07435776","2016-09-06T09:35:00"
"160906011","FNDVEHL","FND VEHICLES-ABANDONED/RECOVERED","50XX 37TH ST N","38.91312181","-77.14498906","2016-09-06T09:30:00"
"160906010","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","43XX HENDERSON RD","38.87429455","-77.11229254","2016-09-06T08:25:00"
"160906008","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","42XX FAIRFAX DR","38.8814168","-77.11030446","2016-09-06T08:08:00"
"160906009","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","42XX WILSON","38.87874854","-77.10885854","2016-09-06T08:06:00"
"160906007","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","7XX I395 NORTH","38.85800194","-77.06904238","2016-09-06T02:28:00"
"160906005","DOMESTIC","FAMILY DISTURBANCE (DOMESTICS)","23XX 11TH ST N","38.88451302","-77.08633592","2016-09-06T01:50:00"
"160906006","SUSPVHCL","SUSPICIOUS AUTO","16XX S GLEBE RD","38.8570657","-77.09023652","2016-09-06T01:31:00"
"160906004","MENTAL","MENTAL CASES","17XX N GEORGE MASON DR","38.88771274","-77.12860204","2016-09-06T01:29:00"
"160906003","DWILIQR","DRIVING UNDER INFLUENCE-LIQUOR","51XX ARLINGTON","38.86782569","-77.12205931","2016-09-06T01:16:00"
"160906002","DWILIQR","DRIVING UNDER INFLUENCE-LIQUOR","1XX S WASHINGTON","38.87336634","-77.05957727","2016-09-06T01:00:00"
"160905044","ATTSUICD","SUICIDE ATTEMPTS DRUGS","43XX LEE","38.89826597","-77.11773587","2016-09-05T22:50:00"
"160905043","SMPLASLT","SIMPLE ASSAULT NON FAMILY","31XX COLUMBIA PK","38.86126324","-77.08842156","2016-09-05T22:40:00"
"160906001","LIQUOR","LIQUOR POSSESSING","15XX CLARENDON","38.89454782","-77.07307743","2016-09-05T22:20:00"
"160905042","SMPLASLT","SIMPLE ASSAULT FAMILY","12XX S ARLINGTON RIDGE RD","38.86336989","-77.06778693","2016-09-05T22:00:00"
"160905041","WARRSVC","WARRANT SERVICE","21XX S POLLARD ST","38.84739408","-77.09197356","2016-09-05T21:15:00"
"160905039","MISCPUBL","MISCELLANEOUS PUBLIC-OTHER","51XX 10TH ST S","38.8532523","-77.11345703","2016-09-05T19:34:00"
"160905038","NARCOTIC","MARIJUANA-POSSESSING","69XX WB","38.88506602","-77.1582533","2016-09-05T19:18:00"
"160905037","ATTSUICD","SUICIDE ATTEMPTS DRUGS","46XX 4TH ST S","38.86434148","-77.11247499","2016-09-05T18:48:00"
"160905040","MENTAL","MENTAL CASES","7XX S GREENBRIER ST","38.85899075","-77.1188814","2016-09-05T18:41:00"
"160905036","DRUNK","DRUNKENNESS","26XX S TROY ST","38.84606549","-77.07345307","2016-09-05T18:16:00"
"160905035","DRUNK","DRUNKENNESS","36XX 27TH ST S","38.84236071","-77.08907996","2016-09-05T17:18:00"
"160905033","MISCPUBL","MISCELLANEOUS PUBLIC-OTHER","31XX WILSON","38.88864265","-77.09762195","2016-09-05T17:04:00"
"160905032","SMPLASLT","SIMPLE ASSAULT NON FAMILY","37XX 17TH ST N","38.89344507","-77.10628842","2016-09-05T16:40:00"
"160905034","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","S, 3XX RT AT S GLEBE RD","38.84708755","-77.0797947","2016-09-05T16:40:00"
"160905031","SMPLASLT","SIMPLE ASSAULT FAMILY","5XX N THOMAS ST","38.87500114","-77.11423338","2016-09-05T16:24:00"
"160905028","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","8XX N LEXINGTON ST","38.87405531","-77.13485198","2016-09-05T16:05:00"
"160905030","MENTAL","MENTAL CASES","17XX N GEORGE MASON DR","38.88972494","-77.12651418","2016-09-05T15:54:00"
"160905027","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","8XX N LEXINGTON ST","38.87656681","-77.13112049","2016-09-05T15:51:00"
"160905029","WARRSVC","WARRANT SERVICE","21XX S POLLARD ST","38.84940563","-77.09446675","2016-09-05T15:43:00"
"160905026","PARKVIOL","PARKING VIOLATION","25XX 6TH ST S","38.86933311","-77.08799124","2016-09-05T15:31:00"
"160905025","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","ARLINGTON BL ST & N MANCHESTER","38.86771614","-77.13545317","2016-09-05T14:42:00"
"160905024","PDMVACC","PROPERTY DAMAGE MOTOR VEH ACCIDENT","COLUMBIA & JEFFERSON DAVIS HW PK","38.84933017","-77.05250408","2016-09-05T14:33:00"
"160905023","LARCENY","LARC SHOPLIFTING","11XX S HAYES ST","38.86431222","-77.06163951","2016-09-05T13:55:00"
"160905022","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","WB, IXX WEST AT N SYCAMORE ST","38.88513989","-77.15427148","2016-09-05T13:51:00"
"160905020","FNDPROP","FOUND PROPERTY","16XX N TROY ST","38.89038292","-77.08077602","2016-09-05T13:22:00"
"160905019","FNDPERS","FOUND PERSONS","31XX LEE","38.89637339","-77.09843846","2016-09-05T12:22:00"
"160905018","VEHTHEFT","MOTOR VEH THEFT-AUTOS","3XX N OXFORD ST","38.87471062","-77.10476211","2016-09-05T11:47:00"
"160905017","EXTORT","EXTORT THREAT INJURE REPUTATION","16XX S EADS ST","38.85723041","-77.05300323","2016-09-05T11:30:00"
"160905016","NARCOTIC","AMPHETAMINE-POSSESSING","31XX LEE","38.89797561","-77.09789404","2016-09-05T10:59:00"
"160905021","FNDPROP","FOUND PROPERTY","31XX LEE","38.8949347","-77.09530931","2016-09-05T10:30:00"
"160905015","MISCPUBL","MISCELLANEOUS PUBLIC-OTHER","57XX 2ND ST S","38.86549315","-77.12601624","2016-09-05T09:19:00"
"160905013","PDMVH&R","PROPERTY DAMAGE MOTOR VEH ACC-H&R","6XX S CARLIN SPRINGS RD","38.857617","-77.12588379","2016-09-05T08:48:00"
"160905011","MENTAL","MENTAL CASES","12XX N GLEBE RD","38.88503756","-77.11565962","2016-09-05T08:11:00"
"160905010","PARKVIOL","PARKING VIOLATION","38XX KEMPER RD","38.84775551","-77.09283173","2016-09-05T07:43:00"
"160905012","RUNAWAY","RUNAWAY","40XX COLUMBIA PK","38.86024747","-77.10135232","2016-09-05T07:24:00"
"160905008","VANDALSM","VANDALISM (PROP DAMAGE)-PRIVATE","19XX S LORTON ST","38.85315275","-77.08859664","2016-09-05T06:58:00"
"160905014","PUBPEACE","PUBLIC PEACE - OTHER","29XX S GLEBE RD","38.84557287","-77.06784855","2016-09-05T06:53:00"
"160905009","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","29XX S GLEBE RD","38.84370249","-77.06986077","2016-09-05T06:53:00"
"160905006","WARRSVC","WARRANT SERVICE","5XX I395","38.83509474","-77.09343653","2016-09-05T03:35:00"
"160905005","SUSPOTHR","SUSPICIOUS OTHER","23RD & JEFFERSON DAVIS HW ST S","38.85180356","-77.05048624","2016-09-05T02:48:00"
"160905007","PUBPEACE","PUBLIC PEACE - OTHER","31XX WILSON","38.88788534","-77.09485055","2016-09-05T02:06:00"
"160905004","DWILIQR","DRIVING UNDER INFLUENCE-LIQUOR","26XX N PERSHING DR","38.87935608","-77.08990341","2016-09-05T01:44:00"
"160905002","PIMVACC","PERSONAL INJURY MOTOR VEH ACCIDENT","N RANDOLPH & WILSON BL ST","38.87846471","-77.10745342","2016-09-05T00:31:00"
"160905003","SUSPVHCL","SUSPICIOUS AUTO","1209XX N TAFT ST","38.88882564","-77.08331223","2016-09-05T00:26:00"
"160905001","BURGLARY","BURG RESIDENCE-FORCED-NIGHT","20XX S KENMORE ST","38.85151498","-77.08761638","2016-09-05T00:18:00"
"160904052","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","N STUART & WILSON BL ST","38.87916385","-77.11086455","2016-09-04T22:57:00"
"160904054","MENTAL","MENTAL CASES","33XX N BRANDYWINE ST","38.9078386","-77.14067831","2016-09-04T22:38:00"
"160904051","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","24TH RD & S GLEBE RD S","38.84998548","-77.08137145","2016-09-04T22:21:00"
"160904053","VANDALSM","VANDALISM (PROP DAMAGE)-PRIVATE","56XX 4TH ST S","38.86205793","-77.12559413","2016-09-04T22:13:00"
"160904050","SUSPPERS","SUSPICIOUS PERSON","11XX S HAYES ST","38.8623642","-77.06196986","2016-09-04T20:37:00"
"160904049","MISCOFCR","MISCELLANEOUS OFFICER-OTHER","N OAK & WILSON BL ST","38.89623821","-77.07196985","2016-09-04T19:50:00"
"160904048","TREPASS","TRESPASSING","16XX S HAYES ST","38.85739581","-77.06109393","2016-09-04T19:40:00"
"160904045","DRUNK","DRUNKENNESS","2XX N COLUMBUS ST","38.87080677","-77.11555503","2016-09-04T18:57:00"
"160904046","DRUNK","DRUNKENNESS","2XX N COLUMBUS ST","38.86962929","-77.11558981","2016-09-04T18:57:00"
